Company Name,Model Name,Mobile Weight,RAM,Front Camera,Back Camera,Processor,Battery Capacity,Screen Size,Launched Price (Pakistan),Launched Price (India),Launched Price (China),Launched Price (USA),Launched Price (Dubai),Launched Year
Xiaomi,Find 41GB,239,6,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,3530,6.7 inches,281672,150224,9388,1313,4881,2023
Apple,iPhone 94GB,174,8,12MP,48MP,MediaTek Helio,4298,6.5 inches,194235,69060,5006,689,2416,2024
Xiaomi,Pad 45GB,510,4,8MP,13MP,Qualcomm MSM8916,5964,12.9 inches,54928,29791,2047,259,930,2020
Samsung,Pad 82GB,510,4,8MP,13MP,Unisoc,5475,6.7 inches,62585,33944,2332,295,1059,2022
Honor,Pad 57GB,510,6,8MP,13MP,Google Tensor,4929,6.5 inches,63088,34217,2351,298,1068,2022
Samsung,Galaxy 19GB,234,12,12MP,200MP + 12MP,MediaTek Dimensity,4381,7.8 inches,501510,116907,8357,1336,5459,2023
Nokia,Find 37GB,239,16,32MP,48MP + 64MP + 48MP,Dimensity,6341,12.9 inches,277811,148165,9259,1295,4814,2023
Vivo,Pad 42GB,510,4,8MP,13MP,MediaTek Helio,7118,12.9 inches,57746,31319,2152,273,977,2023
Google,Pad 61GB,510,4,8MP,13MP,Qualcomm Snapdragon,6800,6.5 inches,53604,29072,1997,253,907,2025
Samsung,Galaxy 65GB,234,16,12MP,200MP + 12MP,MediaTek,3448,12.9 inches,480928,112109,8014,1281,5235,2022
Samsung,Galaxy 4GB,234,12,12MP,200MP + 12MP,MediaTek Helio,5944,10.4 inches,421915,98353,7030,1124,4593,2024
OnePlus,Pad 48GB,510,12,8MP,13MP,Spreadtrum,3083,12.9 inches,52702,28583,1964,249,892,2025
Infinix,Pad 59GB,510,6,8MP,13MP,Qualcomm Snapdragon,4842,7.0 inches,57279,31066,2134,270,969,2022
Nokia,Find 9GB,239,16,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,3714,6.1 inches,337332,179910,11243,1573,5845,2025
Samsung,Galaxy 31GB,234,8,12MP,200MP + 12MP,Exynos,4349,12.9 inches,508053,118432,8466,1353,5531,2024
Honor,Pad 35GB,510,4,8MP,13MP,MediaTek Dimensity,7944,6.7 inches,59538,32291,2219,281,1008,2021
Huawei,Pad 27GB,510,6,8MP,13MP,MediaTek,3887,6.1 inches,55435,30066,2066,262,938,2024
POCO,Pad 48GB,510,6,8MP,13MP,MediaTek Dimensity,7357,6.7 inches,60575,32853,2257,286,1025,2025
Apple,Find 73GB,239,16,32MP,48MP + 64MP + 48MP,Apple A18 pro,6355,10.4 inches,255027,136014,8500,1189,4419,2023
Samsung,Galaxy 34GB,234,12,12MP,200MP + 12MP,Kirin,4231,6.5 inches,475073,110744,7916,1265,5171,2021
Vivo,Pad 25GB,510,4,8MP,13MP,Kirin,3616,12.9 inches,62946,34140,2346,297,1065,2023
Apple,iPhone 36GB,174,6,12MP,48MP,MediaTek Dimensity,3393,6.5 inches,253530,90143,6534,900,3153,2025
Realme,Find 79GB,239,16,32MP,48MP + 64MP + 48MP,Unisoc,7657,12.9 inches,293532,156550,9783,1368,5086,2021
Apple,iPhone 94GB,174,12,12MP,48MP,Unisoc,6182,12.9 inches,232566,82689,5994,825,2893,2025
Samsung,Galaxy 20GB,234,8,12MP,200MP + 12MP,Spreadtrum,5233,12.9 inches,444170,103541,7401,1183,4835,2020
Samsung,Galaxy 8GB,234,8,12MP,200MP + 12MP,Snapdragon,6346,10.4 inches,495481,115502,8256,1320,5394,2020
Samsung,Galaxy 80GB,234,4,12MP,200MP + 12MP,Snapdragon,7265,6.1 inches,400890,93452,6680,1068,4364,2023
Lenovo,Find 12GB,239,16,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,5687,7.0 inches,288399,153812,9612,1344,4997,2025
Motorola,Find 30GB,239,4,32MP,48MP + 64MP + 48MP,Dimensity,6705,7.0 inches,339838,181246,11326,1584,5889,2025
Realme,Find 98GB,239,6,32MP,48MP + 64MP + 48MP,MediaTek,7430,7.0 inches,277548,148025,9250,1294,4809,2020
Samsung,Pad 81GB,510,6,8MP,13MP,Qualcomm Snapdragon,3184,7.0 inches,64503,34984,2404,305,1092,2021
Samsung,Galaxy 8GB,234,8,12MP,200MP + 12MP,MediaTek Dimensity,4394,6.1 inches,470094,109584,7833,1252,5117,2024
Huawei,Pad 22GB,510,8,8MP,13MP,Snapdragon,4054,10.4 inches,67148,36419,2502,317,1136,2023
Infinix,Pad 91GB,510,12,8MP,13MP,Snapdragon,4134,7.0 inches,56747,30778,2115,268,960,2023
Apple,iPhone 54GB,174,4,12MP,48MP,Google Tensor,6866,6.5 inches,205105,72925,5286,728,2551,2022
Oppo,Find 60GB,239,16,32MP,48MP + 64MP + 48MP,Spreadtrum,6194,7.0 inches,307821,164171,10259,1435,5334,2025
Samsung,Find 4GB,239,6,32MP,48MP + 64MP + 48MP,Snapdragon,5035,6.1 inches,266489,142127,8882,1242,4618,2024
Samsung,Galaxy 31GB,234,8,12MP,200MP + 12MP,Snapdragon,4484,12.9 inches,391612,91289,6526,1043,4263,2022
Tecno,Find 63GB,239,12,32MP,48MP + 64MP + 48MP,Kirin,6708,12.9 inches,308027,164280,10266,1436,5338,2020
Apple,iPhone 65GB,174,4,12MP,48MP,Qualcomm MSM8916,5233,7.8 inches,224595,79855,5788,797,2793,2025
iQOO,Find 31GB,239,12,32MP,48MP + 64MP + 48MP,MediaTek Dimensity,4505,6.7 inches,331580,176842,11051,1546,5746,2021
Tecno,Pad 94GB,510,8,8MP,13MP,Qualcomm Snapdragon,3457,6.7 inches,57919,31413,2158,273,980,2021
Apple,Pad 4GB,510,12,8MP,13MP,Apple A11,6387,6.5 inches,65626,35593,2446,310,1111,2024
Apple,iPhone 70GB,174,12,12MP,48MP,MediaTek Dimensity,6133,6.7 inches,222254,79023,5728,789,2764,2025
Apple,iPhone 52GB,174,6,12MP,48MP,Kirin,7231,6.1 inches,206326,73359,5317,732,2566,2024
Samsung,Galaxy 65GB,234,8,12MP,200MP + 12MP,Snapdragon,3668,10.4 inches,449124,104695,7484,1196,4889,2020
Nokia,Find 33GB,239,16,32MP,48MP + 64MP + 48MP,Dimensity,3102,6.7 inches,308338,164446,10276,1437,5343,2025
Samsung,Galaxy 53GB,234,6,12MP,200MP + 12MP,Spreadtrum,3881,12.9 inches,454073,105849,7566,1209,4943,2025
Samsung,Galaxy 28GB,234,6,12MP,200MP + 12MP,MediaTek,7889,6.5 inches,466982,108858,7782,1244,5083,2023
Realme,Pad 32GB,510,16,8MP,13MP,Qualcomm MSM8916,6247,6.5 inches,54461,29538,2029,257,922,2020
Apple,iPhone 36GB,174,4,12MP,48MP,Qualcomm Snapdragon,4893,7.0 inches,193061,68643,4975,685,2401,2022
Apple,iPhone 61GB,174,12,12MP,48MP,Exynos,3645,7.8 inches,210869,74975,5434,748,2623,2024
iQOO,Pad 63GB,510,16,8MP,13MP,Unisoc,3364,6.1 inches,50890,27601,1896,240,861,2021
Samsung,Galaxy 96GB,234,8,12MP,200MP + 12MP,Apple A13,4539,6.5 inches,385948,89968,6431,1028,4201,2021
Samsung,Galaxy 82GB,234,4,12MP,200MP + 12MP,Dimensity,6411,6.1 inches,477579,111329,7958,1272,5199,2020
Apple,iPhone 21GB,174,16,12MP,48MP,Snapdragon,7578,6.5 inches,208758,74224,5380,741,2596,2025
Apple,iPhone 38GB,174,12,12MP,48MP,MediaTek Helio,5252,10.4 inches,255255,90756,6578,906,3175,2024
Samsung,Galaxy 33GB,234,12,12MP,200MP + 12MP,Qualcomm MSM8916,6192,6.7 inches,393863,91813,6563,1049,4287,2021
Apple,iPhone 92GB,174,12,12MP,48MP,Qualcomm MSM8916,4496,6.5 inches,244664,86991,6305,868,3043,2024
Apple,iPhone 21GB,174,12,12MP,48MP,Snapdragon,3356,7.0 inches,224159,79700,5777,796,2788,2020
Apple,iPhone 98GB,174,12,12MP,48MP,MediaTek Helio,3665,10.4 inches,218431,77663,5629,775,2717,2024
Honor,Pad 6GB,510,16,8MP,13MP,MediaTek Dimensity,3149,10.4 inches,52966,28727,1974,250,896,2025
Google,Find 23GB,239,4,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,3956,6.1 inches,302293,161222,10075,1409,5238,2024
POCO,Find 7GB,239,16,32MP,48MP + 64MP + 48MP,Unisoc,4935,6.7 inches,290412,154886,9679,1354,5032,2020
Apple,iPhone 42GB,174,6,12MP,48MP,Kirin,3735,12.9 inches,229612,81639,5917,815,2856,2022
Samsung,Galaxy 3GB,234,12,12MP,200MP + 12MP,Kirin,7418,12.9 inches,446255,104027,7436,1189,4858,2023
Vivo,Pad 31GB,510,16,8MP,13MP,Snapdragon,7286,6.5 inches,59389,32210,2213,280,1005,2022
Sony,Pad 83GB,510,4,8MP,13MP,MediaTek Dimensity,4721,12.9 inches,58243,31589,2170,275,986,2024
Samsung,Galaxy 81GB,234,16,12MP,200MP + 12MP,Unisoc,4100,12.9 inches,448587,104570,7475,1195,4883,2025
Apple,iPhone 56GB,174,4,12MP,48MP,Qualcomm MSM8916,5001,6.5 inches,235294,83659,6064,835,2927,2025
Apple,iPhone 5GB,174,6,12MP,48MP,MediaTek Dimensity,7334,12.9 inches,241895,86006,6234,858,3009,2023
Apple,Find 7GB,239,6,32MP,48MP + 64MP + 48MP,Apple A13,7677,6.5 inches,257758,137470,8591,1202,4466,2023
Samsung,Galaxy 68GB,234,16,12MP,200MP + 12MP,Spreadtrum,7184,12.9 inches,476386,111050,7938,1269,5186,2022
Apple,iPhone 82GB,174,6,12MP,48MP,Exynos,7133,6.1 inches,242381,86179,6247,860,3015,2021
Samsung,Galaxy 85GB,234,16,12MP,200MP + 12MP,Snapdragon,5875,6.1 inches,441157,102838,7351,1175,4802,2022
Lenovo,Pad 33GB,510,6,8MP,13MP,Unisoc,6097,6.5 inches,51093,27711,1904,241,865,2021
Lenovo,Pad 98GB,510,12,8MP,13MP,Spreadtrum,3693,6.7 inches,53988,29281,2012,255,914,2023
Apple,iPhone 2GB,174,8,12MP,48MP,MediaTek,3612,6.7 inches,234592,83410,6046,833,2918,2022
Samsung,Galaxy 42GB,234,12,12MP,200MP + 12MP,Kirin,4545,6.7 inches,502765,117200,8378,1339,5473,2025
Samsung,Galaxy 29GB,234,6,12MP,200MP + 12MP,Kirin,5780,10.4 inches,465174,108437,7751,1239,5064,2024
iQOO,Pad 31GB,510,8,8MP,13MP,MediaTek,6737,7.0 inches,67491,36604,2515,319,1142,2022
Samsung,Galaxy 62GB,234,12,12MP,200MP + 12MP,Qualcomm MSM8916,3898,12.9 inches,459286,107064,7653,1223,5000,2023
Vivo,Find 65GB,239,16,32MP,48MP + 64MP + 48MP,Kirin,6060,12.9 inches,297479,158655,9915,1387,5155,2025
Huawei,Pad 51GB,510,8,8MP,13MP,Qualcomm Snapdragon,4257,12.9 inches,56129,30442,2092,265,950,2022
Xiaomi,Pad 61GB,510,12,8MP,13MP,MediaTek Helio,7852,6.1 inches,54291,29446,2023,256,919,2020
Samsung,Galaxy 95GB,234,8,12MP,200MP + 12MP,Exynos,5815,7.0 inches,457164,106570,7618,1218,4977,2023
Lenovo,Pad 90GB,510,6,8MP,13MP,MediaTek,4929,12.9 inches,55292,29988,2060,261,936,2022
Samsung,Pad 91GB,510,8,8MP,13MP,Unisoc,7937,6.1 inches,67215,36455,2505,317,1138,2025
Samsung,Find 96GB,239,8,32MP,48MP + 64MP + 48MP,Google Tensor,3974,10.4 inches,325675,173693,10854,1518,5643,2021
Honor,Pad 11GB,510,6,8MP,13MP,Qualcomm MSM8916,3658,10.4 inches,66553,36096,2480,314,1126,2021
Samsung,Galaxy 27GB,234,8,12MP,200MP + 12MP,Kirin,6205,7.8 inches,409210,95391,6819,1090,4454,2021
Apple,iPhone 44GB,174,6,12MP,48MP,MediaTek,4674,6.1 inches,223394,79428,5757,793,2779,2022
Apple,iPhone 90GB,174,16,12MP,48MP,Unisoc,4812,7.8 inches,205938,73221,5307,731,2561,2020
Sony,Pad 6GB,510,12,8MP,13MP,Dimensity,5064,6.1 inches,65302,35417,2433,308,1105,2023
Apple,iPhone 70GB,174,12,12MP,48MP,Exynos,5248,7.0 inches,209338,74430,5395,743,2604,2024
Sony,Pad 41GB,510,6,8MP,13MP,Kirin,5172,6.1 inches,66643,36145,2483,315,1128,2025
Xiaomi,Pad 97GB,510,16,8MP,13MP,MediaTek,4024,7.0 inches,61330,33263,2285,290,1038,2022
Samsung,Galaxy 7GB,234,6,12MP,200MP + 12MP,Apple A18 pro,5190,10.4 inches,516849,120483,8613,1377,5626,2023
Huawei,Pad 51GB,510,8,8MP,13MP,Qualcomm Snapdragon,6059,10.4 inches,60648,32893,2260,286,1026,2020
Google,Pad 72GB,510,8,8MP,13MP,Snapdragon,5655,7.0 inches,61574,33396,2295,291,1042,2021
Apple,iPhone 87GB,174,16,12MP,48MP,MediaTek Dimensity,6796,10.4 inches,213178,75796,5494,757,2651,2020
Lenovo,Pad 17GB,510,6,8MP,13MP,Qualcomm MSM8916,7825,6.7 inches,51628,28001,1924,244,874,2021
Apple,iPhone 71GB,174,12,12MP,48MP,Apple A14,6621,12.9 inches,239477,85146,6172,850,2979,2023
Apple,iPhone 26GB,174,12,12MP,48MP,Apple A12 Z,5971,7.8 inches,225067,80023,5800,799,2799,2022
Samsung,Galaxy 97GB,234,16,12MP,200MP + 12MP,MediaTek,3359,10.4 inches,433079,100955,7217,1153,4714,2025
Samsung,Galaxy 45GB,234,6,12MP,200MP + 12MP,MediaTek,4210,10.4 inches,395580,92214,6592,1054,4306,2024
Oppo,Pad 68GB,510,4,8MP,13MP,MediaTek Helio,3551,6.7 inches,62880,34104,2343,297,1064,2020
Samsung,Galaxy 32GB,234,12,12MP,200MP + 12MP,Google Tensor,3016,12.9 inches,488096,113780,8133,1300,5313,2021
POCO,Find 37GB,239,6,32MP,48MP + 64MP + 48MP,Google Tensor,6205,6.5 inches,338899,180745,11295,1580,5873,2020
Apple,iPhone 66GB,174,6,12MP,48MP,Dimensity,7983,7.8 inches,250916,89214,6466,891,3121,2022
Sony,Pad 44GB,510,8,8MP,13MP,Unisoc,7564,12.9 inches,60527,32828,2255,286,1024,2024
Nokia,Pad 49GB,510,6,8MP,13MP,Snapdragon,7426,7.0 inches,50455,27365,1880,238,854,2022
Apple,iPhone 37GB,174,12,12MP,48MP,Kirin,3907,7.8 inches,197815,70333,5098,702,2460,2020
Google,Find 9GB,239,6,32MP,48MP + 64MP + 48MP,MediaTek Dimensity,5534,6.7 inches,311790,166287,10392,1453,5403,2025
Samsung,Galaxy 41GB,234,12,12MP,200MP + 12MP,MediaTek,4404,6.7 inches,397742,92718,6628,1059,4330,2025
Apple,iPhone 57GB,174,12,12MP,48MP,Dimensity,5109,6.7 inches,225373,80132,5808,800,2803,2020
iQOO,Pad 85GB,510,6,8MP,13MP,Snapdragon,7094,6.7 inches,65793,35683,2452,311,1114,2023
Realme,Find 68GB,239,4,32MP,48MP + 64MP + 48MP,MediaTek,6719,6.5 inches,276106,147256,9202,1287,4784,2024
Apple,iPhone 21GB,174,4,12MP,48MP,Qualcomm Snapdragon,3698,6.1 inches,241634,85913,6227,858,3005,2021
Samsung,Galaxy 63GB,234,12,12MP,200MP + 12MP,Kirin,5703,7.8 inches,384052,89526,6400,1023,4181,2025
Apple,iPhone 82GB,174,4,12MP,48MP,Qualcomm MSM8916,4651,7.8 inches,199602,70969,5144,708,2483,2021
Nokia,Pad 96GB,510,16,8MP,13MP,Kirin,4355,10.4 inches,66362,35992,2473,313,1123,2023
Apple,iPhone 50GB,174,12,12MP,48MP,MediaTek Helio,7208,10.4 inches,215457,76606,5553,765,2680,2023
Infinix,Pad 2GB,510,16,8MP,13MP,Dimensity,4376,6.7 inches,57117,30978,2128,270,967,2021
Samsung,Galaxy 84GB,234,8,12MP,200MP + 12MP,MediaTek Dimensity,4340,6.5 inches,409762,95520,6828,1091,4460,2024
Samsung,Galaxy 41GB,234,16,12MP,200MP + 12MP,MediaTek,7161,7.8 inches,398985,93007,6648,1063,4343,2021
Vivo,Pad 59GB,510,6,8MP,13MP,Snapdragon,7275,6.5 inches,50870,27590,1896,240,861,2023
Samsung,Galaxy 74GB,234,8,12MP,200MP + 12MP,Kirin,6086,6.5 inches,465773,108576,7761,1241,5070,2025
Samsung,Galaxy 54GB,234,12,12MP,200MP + 12MP,Unisoc,6933,7.8 inches,437929,102086,7297,1166,4767,2023
Apple,iPhone 84GB,174,16,12MP,48MP,Unisoc,5291,7.0 inches,249845,88833,6439,887,3108,2022
Realme,Find 22GB,239,4,32MP,48MP + 64MP + 48MP,MediaTek,6621,6.1 inches,281424,150092,9379,1312,4877,2024
Tecno,Find 97GB,239,6,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,6428,10.4 inches,341063,181899,11367,1590,5910,2020
Samsung,Galaxy 31GB,234,4,12MP,200MP + 12MP,MediaTek Helio,6056,7.0 inches,393032,91620,6549,1047,4278,2021
Realme,Pad 67GB,510,4,8MP,13MP,Exynos,6802,7.8 inches,65121,35319,2427,307,1102,2022
Samsung,Galaxy 79GB,234,6,12MP,200MP + 12MP,Kirin,3776,7.8 inches,462278,107762,7703,1231,5032,2023
Tecno,Find 42GB,239,12,32MP,48MP + 64MP + 48MP,Kirin,7862,12.9 inches,290535,154952,9683,1354,5035,2024
Apple,iPhone 90GB,174,4,12MP,48MP,MediaTek Dimensity,4996,12.9 inches,221455,78739,5707,786,2754,2023
Apple,iPhone 75GB,174,4,12MP,48MP,Dimensity,3054,12.9 inches,239749,85243,6179,851,2982,2023
Xiaomi,Find 98GB,239,12,32MP,48MP + 64MP + 48MP,Kirin,3115,10.4 inches,268474,143185,8948,1251,4652,2022
iQOO,Find 5GB,239,12,32MP,48MP + 64MP + 48MP,Snapdragon,6837,7.0 inches,332017,177075,11066,1548,5753,2025
Google,Pad 76GB,510,8,8MP,13MP,MediaTek Helio,6629,7.0 inches,63751,34576,2376,301,1079,2025
Sony,Pad 68GB,510,8,8MP,13MP,Spreadtrum,7528,10.4 inches,57660,31273,2149,272,976,2022
Apple,iPhone 51GB,174,8,12MP,48MP,Snapdragon,7444,7.0 inches,216881,77112,5589,770,2698,2021
Apple,iPhone 59GB,174,12,12MP,48MP,Spreadtrum,7979,6.7 inches,232926,82817,6003,827,2897,2024
Xiaomi,Pad 95GB,510,4,8MP,13MP,MediaTek Dimensity,5576,6.5 inches,61662,33443,2298,291,1044,2024
Infinix,Pad 14GB,510,6,8MP,13MP,MediaTek Helio,3655,6.5 inches,64323,34886,2397,304,1089,2022
Apple,Pad 45GB,510,12,8MP,13MP,Apple A18,6550,7.0 inches,56357,30566,2100,266,954,2022
Lenovo,Pad 44GB,510,4,8MP,13MP,Dimensity,3117,7.0 inches,58486,31720,2179,276,990,2021
Samsung,Galaxy 38GB,234,4,12MP,200MP + 12MP,Unisoc,5297,7.8 inches,425779,99253,7095,1134,4635,2024
Apple,iPhone 12GB,174,8,12MP,48MP,MediaTek,7533,7.0 inches,254806,90597,6567,904,3169,2025
Apple,iPhone 31GB,174,12,12MP,48MP,Kirin,3484,6.1 inches,202113,71862,5209,717,2514,2022
iQOO,Find 30GB,239,12,32MP,48MP + 64MP + 48MP,Exynos,4350,6.5 inches,290422,154891,9679,1354,5033,2022
Apple,Pad 39GB,510,6,8MP,13MP,Apple A13,6320,10.4 inches,61680,33453,2298,291,1044,2023
Sony,Pad 89GB,510,16,8MP,13MP,Kirin,3305,6.1 inches,52977,28733,1974,250,897,2025
Samsung,Galaxy 37GB,234,16,12MP,200MP + 12MP,Apple A14,5766,6.7 inches,468865,109297,7813,1249,5104,2021
Samsung,Find 22GB,239,6,32MP,48MP + 64MP + 48MP,Google Tensor,5914,7.8 inches,264389,141007,8812,1232,4581,2022
Apple,Find 38GB,239,4,32MP,48MP + 64MP + 48MP,Apple A15,6629,6.5 inches,309717,165182,10322,1444,5367,2022
Apple,iPhone 61GB,174,4,12MP,48MP,Kirin,5349,6.5 inches,206191,73311,5314,732,2565,2025
Lenovo,Pad 41GB,510,4,8MP,13MP,MediaTek,7335,10.4 inches,54098,29340,2016,255,916,2021
Vivo,Pad 59GB,510,12,8MP,13MP,Unisoc,5074,6.1 inches,61218,33202,2281,289,1036,2025
Infinix,Find 61GB,239,12,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,7692,6.7 inches,301979,161055,10064,1408,5233,2020
Samsung,Galaxy 19GB,234,16,12MP,200MP + 12MP,Unisoc,6028,6.5 inches,436904,101847,7280,1164,4756,2020
Apple,iPhone 22GB,174,8,12MP,48MP,Exynos,6042,6.5 inches,233835,83140,6026,830,2908,2022
Motorola,Find 75GB,239,6,32MP,48MP + 64MP + 48MP,Kirin,5327,10.4 inches,292245,155863,9740,1362,5064,2020
Apple,iPhone 80GB,174,16,12MP,48MP,Spreadtrum,3987,6.1 inches,236723,84167,6101,840,2944,2021
Samsung,Galaxy 45GB,234,8,12MP,200MP + 12MP,Google Tensor,7418,7.0 inches,447747,104375,7461,1192,4874,2022
OnePlus,Find 81GB,239,12,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,3419,6.7 inches,268097,142985,8935,1250,4646,2023
Lenovo,Pad 10GB,510,8,8MP,13MP,Qualcomm MSM8916,7030,7.0 inches,64111,34772,2389,303,1085,2023
Honor,Find 55GB,239,8,32MP,48MP + 64MP + 48MP,MediaTek Dimensity,5367,12.9 inches,331079,176574,11034,1543,5737,2023
Oppo,Find 59GB,239,4,32MP,48MP + 64MP + 48MP,Exynos,6509,7.0 inches,287266,153208,9574,1339,4978,2023
POCO,Pad 81GB,510,16,8MP,13MP,Dimensity,5910,12.9 inches,59023,32012,2199,279,999,2024
Xiaomi,Find 71GB,239,6,32MP,48MP + 64MP + 48MP,MediaTek Helio,5090,6.1 inches,257228,137188,8573,1199,4457,2023
Apple,iPhone 82GB,174,6,12MP,48MP,MediaTek,5354,10.4 inches,226531,80543,5838,804,2818,2022
Apple,iPhone 2GB,174,6,12MP,48MP,MediaTek,6787,6.7 inches,238655,84854,6150,847,2968,2020
Vivo,Find 16GB,239,6,32MP,48MP + 64MP + 48MP,MediaTek,4633,6.5 inches,329661,175818,10987,1537,5713,2025
Apple,iPhone 71GB,174,6,12MP,48MP,Unisoc,3451,6.1 inches,207703,73849,5353,737,2583,2024
Apple,iPhone 11GB,174,4,12MP,48MP,Snapdragon,6825,7.0 inches,207102,73635,5337,735,2576,2021
Apple,iPhone 24GB,174,6,12MP,48MP,Qualcomm MSM8916,4630,10.4 inches,210845,74966,5434,748,2622,2020
Samsung,Galaxy 5GB,234,4,12MP,200MP + 12MP,MediaTek,7533,6.7 inches,480104,111917,8000,1279,5226,2020
Apple,iPhone 16GB,174,16,12MP,48MP,Qualcomm MSM8916,3014,6.7 inches,235042,83569,6057,834,2923,2023
Apple,Find 82GB,239,8,32MP,48MP + 64MP + 48MP,Apple A17 pro,6046,7.0 inches,291740,155594,9723,1360,5055,2025
Apple,iPhone 36GB,174,6,12MP,48MP,Exynos,4686,12.9 inches,242719,86299,6255,861,3019,2021
Samsung,Galaxy 54GB,234,4,12MP,200MP + 12MP,Unisoc,3097,7.0 inches,433439,101039,7223,1154,4718,2025
Apple,Pad 93GB,510,16,8MP,13MP,Apple A11,7122,10.4 inches,66379,36001,2474,313,1123,2020
Samsung,Galaxy 42GB,234,6,12MP,200MP + 12MP,MediaTek Helio,5865,6.5 inches,409141,95375,6818,1090,4454,2022
Apple,iPhone 89GB,174,8,12MP,48MP,Qualcomm MSM8916,3239,6.5 inches,250295,88993,6450,888,3113,2023
Samsung,Galaxy 70GB,234,8,12MP,200MP + 12MP,Kirin,5554,6.7 inches,448562,104564,7475,1195,4883,2021
iQOO,Find 34GB,239,16,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,6506,6.1 inches,337989,180260,11265,1576,5857,2025
Infinix,Find 86GB,239,4,32MP,48MP + 64MP + 48MP,Dimensity,7655,6.5 inches,325898,173811,10862,1519,5647,2023
Lenovo,Find 50GB,239,8,32MP,48MP + 64MP + 48MP,Spreadtrum,3195,6.7 inches,263220,140383,8773,1227,4561,2022
Tecno,Pad 83GB,510,6,8MP,13MP,Unisoc,6511,7.0 inches,55714,30217,2076,263,943,2025
Samsung,Galaxy 17GB,234,6,12MP,200MP + 12MP,Dimensity,3618,6.5 inches,421826,98332,7029,1123,4592,2023
Motorola,Find 9GB,239,8,32MP,48MP + 64MP + 48MP,Exynos,6152,7.0 inches,307524,164012,10249,1434,5329,2023
Motorola,Pad 74GB,510,6,8MP,13MP,Dimensity,7637,7.8 inches,55233,29956,2058,261,935,2021
Honor,Find 81GB,239,8,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,5896,7.0 inches,298997,159465,9965,1394,5181,2023
Nokia,Pad 28GB,510,4,8MP,13MP,Kirin,4970,6.5 inches,62216,33744,2318,294,1053,2025
iQOO,Find 93GB,239,16,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,3648,6.1 inches,291600,155519,9719,1359,5053,2020
Apple,iPhone 49GB,174,16,12MP,48MP,Snapdragon,5299,10.4 inches,225741,80262,5818,801,2808,2021
Samsung,Find 15GB,239,12,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,5905,12.9 inches,335897,179145,11195,1566,5821,2023
Apple,iPhone 4GB,174,4,12MP,48MP,Qualcomm MSM8916,5870,7.0 inches,204903,72853,5281,727,2549,2024
Samsung,Pad 48GB,510,16,8MP,13MP,Kirin,6529,7.0 inches,51584,27977,1922,243,873,2025
OnePlus,Find 72GB,239,4,32MP,48MP + 64MP + 48MP,Google Tensor,6810,6.1 inches,295887,157806,9861,1379,5127,2020
Samsung,Galaxy 2GB,234,4,12MP,200MP + 12MP,Unisoc,4037,12.9 inches,398428,92878,6639,1061,4337,2020
Samsung,Galaxy 10GB,234,4,12MP,200MP + 12MP,MediaTek Helio,3357,7.8 inches,440739,102741,7344,1174,4798,2025
Samsung,Galaxy 56GB,234,8,12MP,200MP + 12MP,MediaTek Helio,6129,6.7 inches,472530,110152,7874,1259,5144,2024
Apple,iPhone 47GB,174,8,12MP,48MP,MediaTek,4506,6.7 inches,245946,87446,6338,873,3059,2023
iQOO,Pad 16GB,510,4,8MP,13MP,MediaTek Helio,4070,12.9 inches,67631,36680,2520,319,1145,2023
Samsung,Galaxy 49GB,234,8,12MP,200MP + 12MP,Exynos,7719,7.8 inches,513815,119776,8562,1369,5593,2023
Apple,iPhone 71GB,174,12,12MP,48MP,MediaTek Helio,3452,12.9 inches,248727,88435,6410,883,3094,2023
Huawei,Find 84GB,239,12,32MP,48MP + 64MP + 48MP,Spreadtrum,4258,12.9 inches,287584,153377,9585,1341,4983,2021
POCO,Pad 77GB,510,16,8MP,13MP,MediaTek Dimensity,3711,6.7 inches,56447,30615,2103,266,955,2024
POCO,Pad 45GB,510,16,8MP,13MP,Spreadtrum,6198,7.8 inches,64675,35077,2410,305,1095,2024
Apple,Find 59GB,239,6,32MP,48MP + 64MP + 48MP,Apple A11,5925,6.5 inches,341187,181966,11371,1591,5912,2024
Apple,iPhone 75GB,174,6,12MP,48MP,Kirin,6408,6.5 inches,253671,90193,6538,900,3155,2021
Motorola,Find 59GB,239,12,32MP,48MP + 64MP + 48MP,Unisoc,6202,10.4 inches,269795,143890,8992,1258,4675,2021
Huawei,Pad 98GB,510,12,8MP,13MP,Qualcomm MSM8916,7680,10.4 inches,54733,29685,2040,258,926,2021
Apple,Pad 37GB,510,12,8MP,13MP,Apple A17,3013,6.5 inches,52532,28491,1957,248,889,2023
Samsung,Galaxy 79GB,234,4,12MP,200MP + 12MP,Dimensity,5644,12.9 inches,393726,91782,6561,1049,4286,2021
