Company Name,Model Name,Mobile Weight,RAM,Front Camera,Back Camera,Processor,Battery Capacity,Screen Size,Launched Price (Pakistan),Launched Price (India),Launched Price (China),Launched Price (USA),Launched Price (Dubai),Launched Year
Samsung,Galaxy 94GB,234,8,12MP,200MP + 12MP,Exynos,3395,12.9 inches,99983,23307,1667,267,1089,2022
Tecno,Find 26GB,239,12,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,6201,7.0 inches,67372,35932,2246,315,1168,2023
Tecno,Pad 59GB,510,6,8MP,13MP,Kirin,5930,6.7 inches,13050,7079,487,62,222,2023
Samsung,Galaxy 18GB,234,6,12MP,200MP + 12MP,MediaTek Helio,6981,10.4 inches,107744,25116,1796,288,1173,2021
Samsung,Galaxy 76GB,234,8,12MP,200MP + 12MP,Exynos,3934,10.4 inches,109454,25515,1824,292,1192,2023
iQOO,Pad 43GB,510,8,8MP,13MP,Exynos,7655,10.4 inches,12206,6620,456,58,207,2024
Sony,Pad 13GB,510,16,8MP,13MP,Qualcomm Snapdragon,4283,7.0 inches,13412,7274,501,64,228,2025
Samsung,Galaxy 21GB,234,6,12MP,200MP + 12MP,Exynos,3242,6.1 inches,114328,26652,1905,305,1245,2020
Tecno,Find 29GB,239,4,32MP,48MP + 64MP + 48MP,MediaTek Dimensity,5694,10.4 inches,66936,35700,2232,312,1161,2023
Honor,Pad 70GB,510,8,8MP,13MP,Qualcomm Snapdragon,6333,6.7 inches,11951,6482,446,57,203,2021
Samsung,Galaxy 28GB,234,12,12MP,200MP + 12MP,Qualcomm MSM8916,5004,6.5 inches,108528,25299,1809,290,1182,2022
OnePlus,Find 28GB,239,8,32MP,48MP + 64MP + 48MP,MediaTek,6793,10.4 inches,75232,40124,2508,351,1304,2021
Samsung,Galaxy 26GB,234,4,12MP,200MP + 12MP,Spreadtrum,7833,12.9 inches,113484,26455,1892,303,1236,2023
Samsung,Galaxy 28GB,234,16,12MP,200MP + 12MP,Exynos,7930,7.0 inches,118554,27636,1976,316,1291,2021
Oppo,Find 41GB,239,16,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,3233,6.1 inches,60745,32397,2025,284,1053,2023
Samsung,Galaxy 79GB,234,8,12MP,200MP + 12MP,MediaTek Helio,4214,7.0 inches,89429,20847,1491,239,974,2022
Samsung,Galaxy 78GB,234,4,12MP,200MP + 12MP,Snapdragon,7847,6.5 inches,114798,26761,1914,306,1250,2022
Samsung,Galaxy 82GB,234,8,12MP,200MP + 12MP,Kirin,7865,7.0 inches,115173,26849,1920,307,1254,2025
Samsung,Galaxy 94GB,234,6,12MP,200MP + 12MP,Google Tensor,7808,12.9 inches,102375,23865,1707,273,1115,2021
Samsung,Galaxy 96GB,234,8,12MP,200MP + 12MP,MediaTek Dimensity,3509,7.8 inches,101732,23715,1696,272,1108,2020
OnePlus,Find 9GB,239,8,32MP,48MP + 64MP + 48MP,Unisoc,4777,12.9 inches,79463,42380,2649,371,1377,2024
Infinix,Find 62GB,239,6,32MP,48MP + 64MP + 48MP,MediaTek Helio,4325,10.4 inches,73451,39174,2448,343,1273,2022
Samsung,Galaxy 49GB,234,16,12MP,200MP + 12MP,MediaTek Helio,4242,7.0 inches,104655,24396,1745,279,1140,2021
Samsung,Galaxy 33GB,234,12,12MP,200MP + 12MP,Qualcomm MSM8916,4397,7.8 inches,98930,23062,1649,264,1077,2020
Samsung,Galaxy 21GB,234,6,12MP,200MP + 12MP,Snapdragon,5825,10.4 inches,104143,24277,1736,278,1134,2022
Samsung,Galaxy 46GB,234,6,12MP,200MP + 12MP,MediaTek,3968,6.1 inches,101002,23545,1683,270,1100,2020
Google,Pad 49GB,510,4,8MP,13MP,Snapdragon,4469,10.4 inches,13651,7404,509,65,231,2023
Oppo,Pad 56GB,510,4,8MP,13MP,Qualcomm Snapdragon,7151,10.4 inches,15251,8271,569,72,258,2023
Samsung,Galaxy 52GB,234,8,12MP,200MP + 12MP,MediaTek,5902,7.0 inches,90546,21108,1509,242,986,2023
POCO,Find 56GB,239,4,32MP,48MP + 64MP + 48MP,Spreadtrum,6641,7.8 inches,62488,33327,2083,292,1083,2022
Samsung,Galaxy 62GB,234,6,12MP,200MP + 12MP,MediaTek Helio,5279,6.1 inches,116920,27255,1949,312,1273,2020
Samsung,Galaxy 36GB,234,4,12MP,200MP + 12MP,Snapdragon,5711,7.0 inches,105143,24510,1752,281,1145,2020
Honor,Find 28GB,239,12,32MP,48MP + 64MP + 48MP,Snapdragon,6994,12.9 inches,76089,40581,2537,355,1319,2020
Samsung,Galaxy 23GB,234,8,12MP,200MP + 12MP,Apple A14,3664,7.8 inches,106384,24800,1773,284,1158,2024
Nokia,Pad 54GB,510,16,8MP,13MP,Kirin,3667,6.7 inches,14211,7707,530,68,241,2020
Samsung,Galaxy 38GB,234,8,12MP,200MP + 12MP,Unisoc,7157,7.8 inches,114227,26628,1904,305,1244,2024
POCO,Pad 19GB,510,16,8MP,13MP,MediaTek Dimensity,5908,6.1 inches,11769,6383,439,56,200,2023
Samsung,Galaxy 79GB,234,4,12MP,200MP + 12MP,MediaTek Helio,4958,6.5 inches,112412,26205,1874,300,1224,2023
POCO,Find 96GB,239,6,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,3235,6.7 inches,60056,32030,2002,281,1041,2023
Xiaomi,Pad 62GB,510,16,8MP,13MP,MediaTek Dimensity,3209,6.1 inches,13986,7586,522,66,237,2025
Infinix,Find 10GB,239,4,32MP,48MP + 64MP + 48MP,Google Tensor,3843,7.8 inches,71679,38229,2390,335,1242,2023
Samsung,Galaxy 9GB,234,6,12MP,200MP + 12MP,Qualcomm MSM8916,6770,7.8 inches,96646,22530,1611,258,1053,2025
Vivo,Pad 30GB,510,4,8MP,13MP,Google Tensor,3826,6.5 inches,14888,8075,555,71,252,2022
Oppo,Pad 91GB,510,8,8MP,13MP,Unisoc,6901,6.7 inches,14703,7975,549,70,249,2020
Google,Find 70GB,239,8,32MP,48MP + 64MP + 48MP,Kirin,7584,10.4 inches,74502,39734,2484,348,1292,2021
Huawei,Find 85GB,239,8,32MP,48MP + 64MP + 48MP,Unisoc,7418,6.5 inches,71777,38281,2393,335,1245,2024
Google,Pad 55GB,510,4,8MP,13MP,Qualcomm MSM8916,7144,7.0 inches,12107,6567,452,58,206,2024
Samsung,Galaxy 7GB,234,6,12MP,200MP + 12MP,MediaTek Dimensity,5652,10.4 inches,118906,27719,1982,317,1295,2020
Samsung,Galaxy 12GB,234,8,12MP,200MP + 12MP,Qualcomm MSM8916,7542,7.0 inches,105704,24641,1762,282,1151,2023
Samsung,Galaxy 39GB,234,4,12MP,200MP + 12MP,Dimensity,4419,6.5 inches,104111,24270,1736,278,1134,2022
Huawei,Pad 31GB,510,6,8MP,13MP,Dimensity,4382,12.9 inches,12209,6622,456,58,207,2020
Samsung,Galaxy 66GB,234,16,12MP,200MP + 12MP,Apple A14,5063,12.9 inches,116550,27169,1943,311,1269,2024
Samsung,Galaxy 8GB,234,16,12MP,200MP + 12MP,Google Tensor,6368,10.4 inches,117124,27303,1952,312,1275,2022
POCO,Pad 83GB,510,8,8MP,13MP,Google Tensor,6740,6.7 inches,14052,7622,524,67,239,2021
Huawei,Pad 57GB,510,16,8MP,13MP,Exynos,4596,7.0 inches,13595,7374,507,65,231,2025
Samsung,Galaxy 65GB,234,8,12MP,200MP + 12MP,Exynos,6845,6.5 inches,102042,23787,1701,273,1111,2021
Samsung,Galaxy 84GB,234,4,12MP,200MP + 12MP,MediaTek Helio,4075,6.7 inches,89076,20765,1485,238,970,2021
Samsung,Galaxy 55GB,234,16,12MP,200MP + 12MP,Snapdragon,5979,7.8 inches,95751,22321,1596,255,1043,2021
OnePlus,Find 2GB,239,16,32MP,48MP + 64MP + 48MP,Snapdragon,6843,7.0 inches,73323,39105,2444,342,1271,2025
Oppo,Pad 89GB,510,6,8MP,13MP,MediaTek,5208,10.4 inches,14175,7688,529,68,240,2023
Oppo,Pad 27GB,510,4,8MP,13MP,Qualcomm Snapdragon,4407,10.4 inches,13142,7128,490,63,223,2022
Samsung,Find 99GB,239,12,32MP,48MP + 64MP + 48MP,Exynos,7572,6.7 inches,68117,36329,2271,318,1181,2020
Samsung,Galaxy 84GB,234,8,12MP,200MP + 12MP,Snapdragon,6768,6.1 inches,91907,21425,1532,246,1001,2021
iQOO,Pad 65GB,510,6,8MP,13MP,Snapdragon,7968,6.1 inches,13300,7214,496,63,225,2024
Samsung,Galaxy 18GB,234,4,12MP,200MP + 12MP,Google Tensor,7409,6.1 inches,90930,21197,1516,243,990,2024
Samsung,Galaxy 92GB,234,6,12MP,200MP + 12MP,Apple A15,4585,6.5 inches,101916,23758,1699,272,1110,2021
Honor,Find 84GB,239,6,32MP,48MP + 64MP + 48MP,MediaTek Helio,4066,6.5 inches,60209,32111,2007,281,1044,2025
Samsung,Galaxy 34GB,234,4,12MP,200MP + 12MP,Spreadtrum,5514,6.5 inches,111525,25998,1859,297,1215,2024
Lenovo,Find 68GB,239,12,32MP,48MP + 64MP + 48MP,Unisoc,3789,7.0 inches,75310,40166,2511,351,1305,2021
Huawei,Pad 14GB,510,12,8MP,13MP,Snapdragon,6524,6.7 inches,12111,6569,452,58,206,2023
Tecno,Pad 54GB,510,6,8MP,13MP,Unisoc,7801,10.4 inches,15150,8217,565,72,257,2025
Samsung,Galaxy 43GB,234,16,12MP,200MP + 12MP,Spreadtrum,7944,6.5 inches,99879,23283,1665,267,1088,2025
Samsung,Galaxy 3GB,234,12,12MP,200MP + 12MP,Snapdragon,4161,6.7 inches,95055,22158,1584,254,1035,2021
POCO,Find 2GB,239,4,32MP,48MP + 64MP + 48MP,MediaTek Helio,3669,12.9 inches,63565,33902,2119,297,1102,2023
Google,Pad 9GB,510,4,8MP,13MP,Qualcomm Snapdragon,5047,10.4 inches,14938,8102,557,71,254,2021
Samsung,Galaxy 6GB,234,8,12MP,200MP + 12MP,Exynos,7733,12.9 inches,106691,24871,1779,285,1162,2024
Samsung,Galaxy 83GB,234,16,12MP,200MP + 12MP,Google Tensor,6196,6.1 inches,112775,26289,1880,301,1228,2021
Samsung,Galaxy 33GB,234,6,12MP,200MP + 12MP,Snapdragon,7893,12.9 inches,88398,20607,1473,236,963,2023
Huawei,Find 24GB,239,12,32MP,48MP + 64MP + 48MP,Snapdragon,7132,7.0 inches,78448,41839,2615,366,1360,2024
Nokia,Find 88GB,239,6,32MP,48MP + 64MP + 48MP,MediaTek Dimensity,6247,6.1 inches,61199,32639,2040,286,1061,2021
Samsung,Galaxy 10GB,234,4,12MP,200MP + 12MP,Qualcomm Snapdragon,7692,6.1 inches,111560,26006,1860,298,1215,2023
Samsung,Galaxy 22GB,234,4,12MP,200MP + 12MP,Unisoc,6286,12.9 inches,102276,23842,1705,273,1114,2023
iQOO,Pad 34GB,510,4,8MP,13MP,Exynos,5107,7.8 inches,14016,7602,523,67,238,2020
POCO,Pad 31GB,510,6,8MP,13MP,MediaTek Dimensity,7264,10.4 inches,13860,7518,517,66,235,2024
Samsung,Galaxy 8GB,234,6,12MP,200MP + 12MP,Unisoc,4571,7.8 inches,113401,26436,1890,303,1235,2023
Oppo,Pad 82GB,510,4,8MP,13MP,Kirin,6878,7.8 inches,14019,7604,523,67,238,2020
Honor,Pad 10GB,510,4,8MP,13MP,Unisoc,7641,7.0 inches,15048,8162,561,72,255,2025
Oppo,Find 10GB,239,12,32MP,48MP + 64MP + 48MP,MediaTek,7428,6.1 inches,68553,36562,2286,320,1188,2024
Samsung,Galaxy 17GB,234,4,12MP,200MP + 12MP,MediaTek Helio,6937,7.8 inches,91713,21380,1529,245,999,2025
iQOO,Find 64GB,239,4,32MP,48MP + 64MP + 48MP,Dimensity,7617,7.8 inches,65419,34890,2181,306,1134,2024
Lenovo,Find 95GB,239,4,32MP,48MP + 64MP + 48MP,Snapdragon,7042,7.0 inches,69411,37020,2314,324,1203,2020
Google,Find 25GB,239,8,32MP,48MP + 64MP + 48MP,Spreadtrum,3981,12.9 inches,69653,37149,2322,325,1208,2023
Samsung,Galaxy 72GB,234,6,12MP,200MP + 12MP,Dimensity,6401,10.4 inches,93146,21714,1553,249,1014,2024
Google,Find 11GB,239,16,32MP,48MP + 64MP + 48MP,Kirin,3298,7.0 inches,77845,41517,2595,363,1350,2023
Sony,Find 98GB,239,6,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,4949,6.1 inches,62868,33530,2096,294,1090,2025
Samsung,Find 63GB,239,16,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,4866,10.4 inches,77738,41460,2592,363,1347,2020
Samsung,Galaxy 13GB,234,4,12MP,200MP + 12MP,MediaTek Helio,4729,6.1 inches,96494,22494,1608,258,1051,2023
Samsung,Galaxy 85GB,234,6,12MP,200MP + 12MP,MediaTek,5503,6.7 inches,103170,24051,1720,276,1124,2020
Samsung,Galaxy 67GB,234,12,12MP,200MP + 12MP,Exynos,7949,6.1 inches,113253,26401,1888,302,1233,2023
OnePlus,Find 94GB,239,16,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,4299,6.7 inches,64908,34618,2164,303,1125,2024
Samsung,Galaxy 73GB,234,12,12MP,200MP + 12MP,Google Tensor,3076,6.5 inches,108647,25327,1811,290,1183,2025
Motorola,Find 88GB,239,8,32MP,48MP + 64MP + 48MP,Google Tensor,6148,7.8 inches,70671,37692,2356,330,1225,2021
Samsung,Galaxy 24GB,234,16,12MP,200MP + 12MP,MediaTek Dimensity,6005,6.7 inches,95838,22341,1598,256,1044,2021
Samsung,Galaxy 12GB,234,12,12MP,200MP + 12MP,Spreadtrum,5224,12.9 inches,118052,27519,1968,315,1286,2025
POCO,Find 30GB,239,8,32MP,48MP + 64MP + 48MP,Exynos,6403,12.9 inches,65039,34688,2168,304,1128,2021
Infinix,Find 57GB,239,8,32MP,48MP + 64MP + 48MP,MediaTek Dimensity,6137,10.4 inches,73824,39372,2461,345,1280,2023
Nokia,Pad 98GB,510,4,8MP,13MP,Exynos,6414,7.8 inches,13496,7320,504,64,229,2024
Tecno,Pad 82GB,510,8,8MP,13MP,Exynos,3009,6.1 inches,11732,6363,438,56,199,2020
Samsung,Galaxy 5GB,234,8,12MP,200MP + 12MP,Qualcomm Snapdragon,7471,7.8 inches,114311,26648,1905,305,1245,2022
Lenovo,Pad 65GB,510,6,8MP,13MP,Spreadtrum,6122,6.1 inches,14040,7615,524,67,238,2024
Samsung,Galaxy 44GB,234,12,12MP,200MP + 12MP,Google Tensor,7512,7.0 inches,109040,25419,1818,291,1188,2022
Samsung,Pad 75GB,510,12,8MP,13MP,Qualcomm MSM8916,3401,10.4 inches,12201,6618,455,58,207,2023
OnePlus,Find 21GB,239,4,32MP,48MP + 64MP + 48MP,Snapdragon,7221,6.5 inches,60473,32253,2016,282,1049,2025
OnePlus,Find 1GB,239,4,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,7376,6.7 inches,69797,37225,2327,326,1210,2024
Samsung,Galaxy 9GB,234,6,12MP,200MP + 12MP,MediaTek Dimensity,3288,6.5 inches,105588,24614,1760,282,1150,2025
Nokia,Pad 16GB,510,6,8MP,13MP,MediaTek Dimensity,5990,7.0 inches,14162,7681,528,68,240,2025
Samsung,Galaxy 83GB,234,6,12MP,200MP + 12MP,Snapdragon,6969,6.7 inches,93969,21906,1566,251,1023,2021
Infinix,Find 14GB,239,16,32MP,48MP + 64MP + 48MP,Exynos,7457,7.8 inches,60057,32031,2002,281,1041,2020
Samsung,Galaxy 90GB,234,4,12MP,200MP + 12MP,Snapdragon,4215,7.0 inches,103354,24093,1723,276,1125,2024
Samsung,Galaxy 95GB,234,12,12MP,200MP + 12MP,Qualcomm Snapdragon,4789,7.8 inches,108651,25328,1811,290,1183,2021
Xiaomi,Find 76GB,239,16,32MP,48MP + 64MP + 48MP,MediaTek Helio,3973,7.0 inches,62818,33503,2094,294,1089,2021
Samsung,Galaxy 58GB,234,4,12MP,200MP + 12MP,MediaTek Dimensity,6567,7.8 inches,110711,25808,1845,296,1206,2023
POCO,Find 92GB,239,16,32MP,48MP + 64MP + 48MP,MediaTek Helio,7412,7.0 inches,77112,41127,2571,360,1337,2025
Samsung,Galaxy 21GB,234,12,12MP,200MP + 12MP,Qualcomm MSM8916,6873,6.1 inches,107775,25124,1797,288,1174,2022
Samsung,Find 26GB,239,6,32MP,48MP + 64MP + 48MP,Google Tensor,3603,7.8 inches,73616,39262,2454,344,1276,2022
Vivo,Find 59GB,239,12,32MP,48MP + 64MP + 48MP,MediaTek Helio,4879,7.8 inches,75833,40444,2528,354,1314,2024
Samsung,Galaxy 91GB,234,6,12MP,200MP + 12MP,Apple A11,6756,7.0 inches,112272,26172,1872,300,1223,2025
Oppo,Pad 17GB,510,12,8MP,13MP,Qualcomm MSM8916,6052,7.8 inches,14724,7986,549,70,250,2022
iQOO,Find 67GB,239,6,32MP,48MP + 64MP + 48MP,Kirin,6160,6.1 inches,71413,38087,2381,333,1238,2025
Samsung,Galaxy 18GB,234,4,12MP,200MP + 12MP,Apple A12,3870,6.7 inches,92353,21529,1539,246,1006,2023
iQOO,Pad 41GB,510,8,8MP,13MP,Google Tensor,7893,7.8 inches,13139,7126,490,63,223,2022
Samsung,Galaxy 57GB,234,4,12MP,200MP + 12MP,Exynos,5291,12.9 inches,105362,24561,1756,281,1148,2022
Realme,Find 11GB,239,12,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,3364,6.5 inches,64146,34212,2139,300,1112,2025
Infinix,Pad 4GB,510,4,8MP,13MP,Dimensity,4069,6.5 inches,11611,6298,433,55,197,2022
Huawei,Find 10GB,239,4,32MP,48MP + 64MP + 48MP,Unisoc,6258,12.9 inches,68679,36629,2289,321,1191,2023
Vivo,Find 14GB,239,6,32MP,48MP + 64MP + 48MP,Google Tensor,4559,10.4 inches,69894,37277,2330,327,1212,2023
iQOO,Find 94GB,239,8,32MP,48MP + 64MP + 48MP,MediaTek,6006,12.9 inches,62359,33258,2079,291,1081,2021
Samsung,Galaxy 1GB,234,8,12MP,200MP + 12MP,Qualcomm Snapdragon,4901,10.4 inches,98259,22906,1638,262,1070,2022
Infinix,Pad 56GB,510,6,8MP,13MP,Dimensity,3239,7.8 inches,14783,8018,552,70,251,2024
Xiaomi,Find 70GB,239,16,32MP,48MP + 64MP + 48MP,Exynos,4749,12.9 inches,60501,32267,2017,282,1049,2025
Samsung,Galaxy 33GB,234,4,12MP,200MP + 12MP,Qualcomm MSM8916,7505,7.8 inches,115716,26975,1929,309,1260,2022
Samsung,Galaxy 30GB,234,4,12MP,200MP + 12MP,Kirin,6399,6.1 inches,98894,23054,1649,264,1077,2020
Lenovo,Pad 65GB,510,4,8MP,13MP,MediaTek,3256,6.5 inches,15232,8262,568,72,258,2021
Samsung,Galaxy 50GB,234,6,12MP,200MP + 12MP,Exynos,6912,6.1 inches,97395,22704,1623,260,1061,2023
Samsung,Galaxy 76GB,234,12,12MP,200MP + 12MP,MediaTek,5963,6.5 inches,110511,25761,1842,295,1203,2022
iQOO,Pad 37GB,510,6,8MP,13MP,Qualcomm MSM8916,6342,6.1 inches,13054,7080,487,62,222,2022
Nokia,Pad 80GB,510,6,8MP,13MP,MediaTek Helio,4088,6.1 inches,12523,6792,467,60,213,2025
Sony,Pad 61GB,510,8,8MP,13MP,Snapdragon,5586,10.4 inches,14276,7743,533,68,242,2021
Tecno,Find 7GB,239,12,32MP,48MP + 64MP + 48MP,Google Tensor,6034,7.0 inches,69929,37296,2331,327,1212,2020
Samsung,Galaxy 37GB,234,4,12MP,200MP + 12MP,MediaTek Dimensity,7739,7.8 inches,90637,21129,1511,242,987,2021
Google,Find 45GB,239,6,32MP,48MP + 64MP + 48MP,Unisoc,5709,12.9 inches,63711,33979,2124,297,1104,2021
Lenovo,Pad 43GB,510,16,8MP,13MP,Google Tensor,4345,6.1 inches,12203,6618,455,58,207,2025
Samsung,Galaxy 61GB,234,8,12MP,200MP + 12MP,Exynos,4025,6.5 inches,97555,22742,1626,261,1062,2023
Honor,Pad 57GB,510,4,8MP,13MP,Google Tensor,5022,6.7 inches,13218,7170,493,63,224,2025
Samsung,Galaxy 83GB,234,16,12MP,200MP + 12MP,Qualcomm MSM8916,7711,10.4 inches,114480,26687,1908,306,1247,2021
Samsung,Galaxy 48GB,234,12,12MP,200MP + 12MP,Spreadtrum,4972,6.7 inches,92276,21511,1538,246,1005,2022
Huawei,Pad 49GB,510,4,8MP,13MP,Unisoc,5654,7.0 inches,13226,7173,494,63,225,2025
Google,Find 59GB,239,12,32MP,48MP + 64MP + 48MP,Google Tensor,7921,12.9 inches,71248,37999,2375,333,1235,2020
Sony,Find 76GB,239,4,32MP,48MP + 64MP + 48MP,Kirin,5580,6.7 inches,73134,39005,2438,342,1268,2024
Samsung,Galaxy 44GB,234,6,12MP,200MP + 12MP,Dimensity,7927,12.9 inches,94127,21942,1569,251,1025,2024
Infinix,Pad 51GB,510,16,8MP,13MP,MediaTek Helio,4283,12.9 inches,14572,7904,543,69,247,2020
Samsung,Galaxy 67GB,234,16,12MP,200MP + 12MP,MediaTek Helio,5332,6.1 inches,89366,20832,1490,239,973,2020
Vivo,Find 4GB,239,4,32MP,48MP + 64MP + 48MP,Kirin,4754,6.1 inches,74882,39937,2496,350,1298,2025
Samsung,Galaxy 23GB,234,12,12MP,200MP + 12MP,Exynos,5324,7.8 inches,94348,21994,1573,252,1028,2022
Sony,Pad 99GB,510,8,8MP,13MP,Kirin,5588,12.9 inches,15591,8457,582,74,264,2023
OnePlus,Pad 19GB,510,4,8MP,13MP,Spreadtrum,5837,10.4 inches,15306,8301,571,73,260,2020
Oppo,Find 12GB,239,8,32MP,48MP + 64MP + 48MP,MediaTek,5917,12.9 inches,64899,34613,2163,303,1125,2020
OnePlus,Pad 80GB,510,4,8MP,13MP,Google Tensor,3864,7.8 inches,14300,7756,534,68,243,2023
Realme,Find 77GB,239,8,32MP,48MP + 64MP + 48MP,Exynos,6770,6.5 inches,61718,32916,2058,288,1070,2023
Samsung,Galaxy 96GB,234,16,12MP,200MP + 12MP,MediaTek,5784,6.5 inches,113603,26482,1893,303,1237,2020
Samsung,Galaxy 60GB,234,16,12MP,200MP + 12MP,Exynos,4724,12.9 inches,96735,22550,1613,258,1053,2025
Samsung,Galaxy 97GB,234,16,12MP,200MP + 12MP,Unisoc,5503,12.9 inches,104045,24254,1734,278,1133,2023
Samsung,Galaxy 69GB,234,6,12MP,200MP + 12MP,MediaTek Dimensity,7729,6.5 inches,101199,23591,1687,270,1102,2020
Motorola,Pad 33GB,510,12,8MP,13MP,Exynos,3527,7.8 inches,11666,6327,435,56,198,2024
Motorola,Find 82GB,239,12,32MP,48MP + 64MP + 48MP,Spreadtrum,7107,6.1 inches,75128,40068,2505,351,1302,2021
Infinix,Pad 24GB,510,4,8MP,13MP,MediaTek Helio,3897,12.9 inches,12060,6542,450,57,204,2024
Vivo,Find 33GB,239,16,32MP,48MP + 64MP + 48MP,MediaTek Dimensity,7262,7.0 inches,76101,40587,2537,355,1319,2021
Samsung,Galaxy 2GB,234,8,12MP,200MP + 12MP,Google Tensor,4773,7.0 inches,111585,26012,1860,298,1215,2021
Samsung,Galaxy 55GB,234,16,12MP,200MP + 12MP,Unisoc,6082,6.1 inches,111110,25902,1852,297,1210,2025
OnePlus,Find 59GB,239,12,32MP,48MP + 64MP + 48MP,Spreadtrum,3096,6.7 inches,73803,39361,2460,345,1280,2024
Samsung,Galaxy 17GB,234,12,12MP,200MP + 12MP,Unisoc,7088,7.8 inches,113960,26565,1899,304,1241,2021
Sony,Pad 6GB,510,4,8MP,13MP,MediaTek,5564,6.7 inches,15648,8487,584,75,266,2021
Infinix,Find 61GB,239,8,32MP,48MP + 64MP + 48MP,Spreadtrum,5041,6.1 inches,64684,34498,2157,302,1122,2021
Samsung,Galaxy 72GB,234,16,12MP,200MP + 12MP,Dimensity,7363,6.1 inches,109785,25593,1830,293,1196,2022
Tecno,Find 56GB,239,12,32MP,48MP + 64MP + 48MP,Snapdragon,5440,6.1 inches,77563,41367,2586,362,1344,2021
Tecno,Find 94GB,239,6,32MP,48MP + 64MP + 48MP,Qualcomm MSM8916,5284,7.8 inches,59343,31650,1978,277,1029,2022
Motorola,Pad 41GB,510,6,8MP,13MP,Unisoc,3694,7.8 inches,14661,7952,547,70,249,2024
Huawei,Find 49GB,239,4,32MP,48MP + 64MP + 48MP,Kirin,4971,6.5 inches,61909,33018,2064,289,1074,2021
Tecno,Find 8GB,239,8,32MP,48MP + 64MP + 48MP,MediaTek Helio,4728,6.1 inches,73724,39320,2457,344,1278,2023
Samsung,Galaxy 41GB,234,8,12MP,200MP + 12MP,Exynos,3253,12.9 inches,97585,22749,1626,261,1063,2024
Infinix,Pad 89GB,510,8,8MP,13MP,Spreadtrum,6279,7.8 inches,14987,8129,559,72,254,2021
Samsung,Galaxy 77GB,234,16,12MP,200MP + 12MP,Google Tensor,5094,10.4 inches,118998,27740,1983,318,1296,2022
Samsung,Galaxy 35GB,234,8,12MP,200MP + 12MP,MediaTek,6932,10.4 inches,111549,26004,1860,297,1215,2021
Samsung,Galaxy 97GB,234,4,12MP,200MP + 12MP,Unisoc,7722,7.8 inches,116232,27096,1938,310,1266,2021
Samsung,Galaxy 5GB,234,16,12MP,200MP + 12MP,Dimensity,6670,10.4 inches,113061,26356,1884,302,1231,2023
Samsung,Galaxy 51GB,234,6,12MP,200MP + 12MP,Kirin,7114,6.1 inches,105935,24695,1766,283,1154,2025
POCO,Pad 61GB,510,6,8MP,13MP,MediaTek,3809,6.1 inches,12220,6628,456,58,207,2023
Samsung,Galaxy 92GB,234,4,12MP,200MP + 12MP,Snapdragon,4340,10.4 inches,118221,27559,1971,315,1287,2025
Lenovo,Find 32GB,239,8,32MP,48MP + 64MP + 48MP,MediaTek,6512,7.8 inches,68607,36591,2287,321,1190,2025
iQOO,Find 45GB,239,16,32MP,48MP + 64MP + 48MP,Unisoc,7233,6.5 inches,59487,31726,1983,278,1032,2025
Lenovo,Find 7GB,239,8,32MP,48MP + 64MP + 48MP,Qualcomm Snapdragon,3301,10.4 inches,59353,31655,1979,277,1029,2024
Samsung,Galaxy 60GB,234,4,12MP,200MP + 12MP,Dimensity,7355,6.5 inches,117366,27360,1956,313,1278,2022
Realme,Find 70GB,239,4,32MP,48MP + 64MP + 48MP,Exynos,6435,12.9 inches,64441,34368,2148,301,1117,2025
Samsung,Galaxy 77GB,234,12,12MP,200MP + 12MP,Snapdragon,5372,7.8 inches,95984,22375,1600,256,1046,2023
Motorola,Find 26GB,239,4,32MP,48MP + 64MP + 48MP,MediaTek Dimensity,7838,6.1 inches,60994,32530,2034,285,1058,2022
OnePlus,Pad 31GB,510,16,8MP,13MP,Exynos,3897,6.1 inches,11861,6433,443,57,201,2024
Google,Find 98GB,239,6,32MP,48MP + 64MP + 48MP,Exynos,3565,7.8 inches,76640,40875,2555,358,1329,2022
Samsung,Galaxy 44GB,234,4,12MP,200MP + 12MP,Google Tensor,4859,6.1 inches,101151,23580,1686,270,1101,2023
Motorola,Pad 13GB,510,8,8MP,13MP,Exynos,3897,12.9 inches,14084,7638,525,67,239,2024
Xiaomi,Find 95GB,239,6,32MP,48MP + 64MP + 48MP,Unisoc,4719,7.0 inches,65417,34890,2181,306,1134,2020
Samsung,Galaxy 66GB,234,16,12MP,200MP + 12MP,Apple A14,5415,7.0 inches,108433,25278,1808,289,1181,2025
Honor,Find 35GB,239,6,32MP,48MP + 64MP + 48MP,MediaTek,3306,6.7 inches,68787,36687,2293,321,1193,2024
Samsung,Galaxy 88GB,234,4,12MP,200MP + 12MP,MediaTek,5550,12.9 inches,103604,24152,1727,276,1128,2023
